Search ID	Search NCBI Taxonomy ID	Canonical Search ID	Ortholog ID	Ortholog Gene Symbol	Ortholog NCBI Taxonomy ID	Ortholog NCBI Scientific Name	Votes	Vote Score	WORMHOLE Score	Best Hit	RBH	Ensembl Compara	Hieranoid	HomoloGene	InParanoid	IsoRankN-PPI	IsoRankN2-GI	Isobase	OMA	OrthoDB7	OrthoMCL	Panther	Roundup	TreeFam9	eggNOG-COGs	eggNOG-KOGs	eggNOG-NOGs	metaPhOrs
ENSG00000221978	9606	ENSG00000221978	ENSMUSG00000029068	Ccnl2	10090	Mus musculus	13	0.952633857297	0.9989087348	1.0	1.0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
ENSG00000242485	9606	ENSG00000242485	ENSMUSG00000029066	Mrpl20	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000235098	9606	ENSG00000235098	ENSMUSG00000078487	Ankrd65	10090	Mus musculus	11	0.692213896664	0.801305338097	1.0	1.0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1
ENSG00000179403	9606	ENSG00000179403	ENSMUSG00000042116	Vwa1	10090	Mus musculus	14	0.982051588203	0.999950508092	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
ENSG00000197785	9606	ENSG00000197785	ENSMUSG00000029036	Atad3a	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000205090	9606	ENSG00000205090	ENSMUSG00000084845	Tmem240	10090	Mus musculus	11	0.692213896664	0.913838685158	1.0	1.0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1
ENSG00000160075	9606	ENSG00000160075	ENSMUSG00000029038	Ssu72	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000228594	9606	ENSG00000228594	ENSMUSG00000074738	B930041F14Rik	10090	Mus musculus	10	0.533483504232	0.778101279536	1.0	1.0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1
ENSG00000197530	9606	ENSG00000197530	ENSMUSG00000029060	Mib2	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000189409	9606	ENSG00000189409	ENSMUSG00000029061	Mmp23	10090	Mus musculus	12	0.846106948332	0.999025304602	1.0	1.0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1
ENSG00000189339	9606	ENSG00000189339	ENSMUSG00000042202	Slc35e2	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000008128	9606	ENSG00000008128	ENSMUSG00000029062	Cdk11b	10090	Mus musculus	13	0.952633857297	0.88380574081	1.0	1.0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
ENSG00000008130	9606	ENSG00000008130	ENSMUSG00000029063	Nadk	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000078369	9606	ENSG00000078369	ENSMUSG00000029064	Gnb1	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000178821	9606	ENSG00000178821	ENSMUSG00000023153	Tmem52	10090	Mus musculus	13	0.952633857297	0.971623978286	1.0	1.0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1
ENSG00000142609	9606	ENSG00000142609	ENSMUSG00000078490	C030017K20Rik	10090	Mus musculus	15	0.998046875	0.695557709296	1.0	1.0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
ENSG00000187730	9606	ENSG00000187730	ENSMUSG00000029054	Gabrd	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000067606	9606	ENSG00000067606	ENSMUSG00000029053	Prkcz	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000162585	9606	ENSG00000162585	ENSMUSG00000073684	2610002J02Rik	10090	Mus musculus	8	0.329876977693	0.726910243582	1.0	1.0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1
ENSG00000203301	9606	ENSG00000099326	ENSMUSG00000030380	Mzf1	10090	Mus musculus	13	0.952633857297	0.999999977789	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
ENSG00000157933	9606	ENSG00000157933	ENSMUSG00000029050	Ski	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000116151	9606	ENSG00000116151	ENSMUSG00000029049	Morn1	10090	Mus musculus	13	0.952633857297	0.998977435605	1.0	1.0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1
ENSG00000269753	9606	ENSG00000116151	ENSMUSG00000029049	Morn1	10090	Mus musculus	13	0.952633857297	0.998977435605	1.0	1.0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1
ENSG00000157916	9606	ENSG00000157916	ENSMUSG00000029048	Rer1	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000157911	9606	ENSG00000157911	ENSMUSG00000029047	Pex10	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000149527	9606	ENSG00000149527	ENSMUSG00000029055	Plch2	10090	Mus musculus	13	0.952633857297	0.998977435605	1.0	1.0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1
ENSG00000157881	9606	ENSG00000157881	ENSMUSG00000029056	Pank4	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000197921	9606	ENSG00000197921	ENSMUSG00000048001	Hes5	10090	Mus musculus	13	0.952633857297	0.9999998904	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1
ENSG00000157873	9606	ENSG00000157873	ENSMUSG00000042333	Tnfrsf14	10090	Mus musculus	13	0.952633857297	0.9999998904	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1
ENSG00000157870	9606	ENSG00000157870	ENSMUSG00000029059	Fam213b	10090	Mus musculus	13	0.952633857297	0.93509497184	1.0	1.0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1
ENSG00000142606	9606	ENSG00000142606	ENSMUSG00000058183	Mmel1	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000215912	9606	ENSG00000215912	ENSMUSG00000046637	Ttc34	10090	Mus musculus	14	0.982051588203	0.999950508092	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
ENSG00000142611	9606	ENSG00000142611	ENSMUSG00000039410	Prdm16	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000130762	9606	ENSG00000130762	ENSMUSG00000029032	Arhgef16	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000162591	9606	ENSG00000162591	ENSMUSG00000057751	Megf6	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000158109	9606	ENSG00000158109	ENSMUSG00000029030	Tprgl	10090	Mus musculus	17	1.0	0.803534212549	1.0	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSG00000116213	9606	ENSG00000116213	ENSMUSG00000029029	Wrap73	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000078900	9606	ENSG00000078900	ENSMUSG00000029026	Trp73	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000235169	9606	ENSG00000235169	ENSMUSG00000078350	Smim1	10090	Mus musculus	9	0.466516495768	0.806149003153	1.0	1.0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1
ENSG00000130764	9606	ENSG00000130764	ENSMUSG00000029028	Lrrc47	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000116198	9606	ENSG00000116198	ENSMUSG00000039523	Cep104	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000169598	9606	ENSG00000169598	ENSMUSG00000029027	Dffb	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000198912	9606	ENSG00000198912	ENSMUSG00000047613	A430005L14Rik	10090	Mus musculus	13	0.952633857297	0.971623978286	1.0	1.0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1
ENSG00000196581	9606	ENSG00000196581	ENSMUSG00000039546	Ajap1	10090	Mus musculus	13	0.952633857297	0.732608066458	1.0	1.0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1
ENSG00000131697	9606	ENSG00000131697	ENSMUSG00000039577	Nphp4	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000069424	9606	ENSG00000069424	ENSMUSG00000028931	Kcnab2	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000116254	9606	ENSG00000116254	ENSMUSG00000005045	Chd5	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000116251	9606	ENSG00000116251	ENSMUSG00000028936	Rpl22	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000158286	9606	ENSG00000158286	ENSMUSG00000058498	Rnf207	10090	Mus musculus	13	0.952633857297	0.79497829415	1.0	1.0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000116237	9606	ENSG00000116237	ENSMUSG00000039662	Icmt	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000158292	9606	ENSG00000158292	ENSMUSG00000042804	Gpr153	10090	Mus musculus	13	0.952633857297	0.999999977789	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
ENSG00000097021	9606	ENSG00000097021	ENSMUSG00000028937	Acot7	10090	Mus musculus	14	0.982051588203	0.998061477442	1.0	1.0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1
ENSG00000069812	9606	ENSG00000069812	ENSMUSG00000028940	Hes2	10090	Mus musculus	14	0.982051588203	0.973087196095	1.0	1.0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
ENSG00000187017	9606	ENSG00000187017	ENSMUSG00000028943	Espn	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000215788	9606	ENSG00000215788	ENSMUSG00000024793	Tnfrsf25	10090	Mus musculus	12	0.846106948332	0.999999986526	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1
ENSG00000171680	9606	ENSG00000171680	ENSMUSG00000039713	Plekhg5	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000162408	9606	ENSG00000162408	ENSMUSG00000028948	Nol9	10090	Mus musculus	14	0.982051588203	0.929286201491	1.0	1.0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000173662	9606	ENSG00000173662	ENSMUSG00000028950	Tas1r1	10090	Mus musculus	13	0.952633857297	0.999999977789	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
ENSG00000204859	9606	ENSG00000204859	ENSMUSG00000028952	Zbtb48	10090	Mus musculus	13	0.952633857297	0.999999977789	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
ENSG00000162413	9606	ENSG00000162413	ENSMUSG00000073700	Klhl21	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000116273	9606	ENSG00000116273	ENSMUSG00000047777	Phf13	10090	Mus musculus	14	0.982051588203	0.999950508092	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
ENSG00000041988	9606	ENSG00000041988	ENSMUSG00000039759	Thap3	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000007923	9606	ENSG00000007923	ENSMUSG00000039768	Dnajc11	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000171735	9606	ENSG00000171735	ENSMUSG00000014592	Camta1	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000049245	9606	ENSG00000049245	ENSMUSG00000028955	Vamp3	10090	Mus musculus	13	0.952633857297	0.999999977789	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
ENSG00000049246	9606	ENSG00000049246	ENSMUSG00000028957	Per3	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000049247	9606	ENSG00000049247	ENSMUSG00000028963	Uts2	10090	Mus musculus	13	0.952633857297	0.9999998904	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1
ENSG00000049249	9606	ENSG00000049249	ENSMUSG00000028965	Tnfrsf9	10090	Mus musculus	13	0.952633857297	0.9999998904	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1
ENSG00000116288	9606	ENSG00000116288	ENSMUSG00000028964	Park7	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000116285	9606	ENSG00000116285	ENSMUSG00000028967	Errfi1	10090	Mus musculus	14	0.982051588203	0.998574490865	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1
ENSG00000162426	9606	ENSG00000162426	ENSMUSG00000039838	Slc45a1	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000142599	9606	ENSG00000142599	ENSMUSG00000039852	Rere	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000074800	9606	ENSG00000074800	ENSMUSG00000063524	Eno1	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000074800	9606	ENSG00000074800	ENSMUSG00000059040	Eno1b	10090	Mus musculus	11	0.692213896664	0.819073728142	0.0	0.0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1
ENSG00000142583	9606	ENSG00000142583	ENSMUSG00000028976	Slc2a5	10090	Mus musculus	13	0.952633857297	0.999999977789	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
ENSG00000180758	9606	ENSG00000180758	ENSMUSG00000047875	Gpr157	10090	Mus musculus	14	0.982051588203	0.999950508092	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
ENSG00000049239	9606	ENSG00000049239	ENSMUSG00000028980	H6pd	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000171621	9606	ENSG00000171621	ENSMUSG00000039911	Spsb1	10090	Mus musculus	16	0.999667322456	0.887979720539	1.0	1.0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000171612	9606	ENSG00000171612	ENSMUSG00000028982	Slc25a33	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000188807	9606	ENSG00000188807	ENSMUSG00000044700	Tmem201	10090	Mus musculus	13	0.952633857297	0.971623978286	1.0	1.0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1
ENSG00000171608	9606	ENSG00000171608	ENSMUSG00000039936	Pik3cd	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000171603	9606	ENSG00000171603	ENSMUSG00000039953	Clstn1	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000178585	9606	ENSG00000178585	ENSMUSG00000028988	Ctnnbip1	10090	Mus musculus	12	0.846106948332	0.999999928752	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1
ENSG00000162441	9606	ENSG00000162441	ENSMUSG00000028990	Lzic	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000173614	9606	ENSG00000173614	ENSMUSG00000028992	Nmnat1	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000162444	9606	ENSG00000162444	ENSMUSG00000028996	Rbp7	10090	Mus musculus	13	0.952633857297	0.9989087348	1.0	1.0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
ENSG00000130939	9606	ENSG00000130939	ENSMUSG00000028960	Ube4b	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000054523	9606	ENSG00000054523	ENSMUSG00000063077	Kif1b	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000142657	9606	ENSG00000142657	ENSMUSG00000028961	Pgd	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000175279	9606	ENSG00000175279	ENSMUSG00000073705	Apitd1	10090	Mus musculus	11	0.692213896664	0.999026148784	1.0	1.0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1
ENSG00000241563	9606	ENSG00000241563	ENSMUSG00000028971	Cort	10090	Mus musculus	11	0.692213896664	0.999906519265	1.0	1.0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1
ENSG00000160049	9606	ENSG00000160049	ENSMUSG00000028974	Dffa	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000142655	9606	ENSG00000142655	ENSMUSG00000028975	Pex14	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000130940	9606	ENSG00000130940	ENSMUSG00000028977	Casz1	10090	Mus musculus	14	0.982051588203	0.721125721872	1.0	1.0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000175262	9606	ENSG00000175262	ENSMUSG00000070577	Gm572	10090	Mus musculus	9	0.466516495768	0.559093678746	1.0	1.0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1
ENSG00000120948	9606	ENSG00000120948	ENSMUSG00000041459	Tardbp	10090	Mus musculus	14	0.982051588203	0.721125721872	1.0	1.0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000009724	9606	ENSG00000009724	ENSMUSG00000028979	Masp2	10090	Mus musculus	13	0.952633857297	0.960294594084	1.0	1.0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1
ENSG00000116649	9606	ENSG00000116649	ENSMUSG00000006442	Srm	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000171824	9606	ENSG00000171824	ENSMUSG00000017264	Exosc10	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000198793	9606	ENSG00000198793	ENSMUSG00000028991	Mtor	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ENSG00000171819	9606	ENSG00000171819	ENSMUSG00000028989	Angptl7	10090	Mus musculus	14	0.982051588203	0.998976995044	1.0	1.0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
ENSG00000120942	9606	ENSG00000120942	ENSMUSG00000047719	Ubiad1	10090	Mus musculus	16	0.999667322456	0.96204199105	1.0	1.0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
ENSG00000204624	9606	ENSG00000204624	ENSMUSG00000041544	Ptchd2	10090	Mus musculus	15	0.998046875	0.998049847958	1.0	1.0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
